po_id,supplier_id,item_id,order_date,expected_delivery_date,actual_delivery_date,order_quantity,unit_cost,total_purchase_cost,po_status
PO03986,SUP001,ITM10670,11/4/24,11/6/24,11/7/24,165,89.04,14691.6,Delivered
PO03987,SUP015,ITM12872,8/4/24,8/7/24,8/9/24,735,123.92,91081.2,Delivered
PO03988,SUP005,ITM11967,8/27/24,8/31/24,9/2/24,403,33.76,13605.28,Delivered
PO03989,SUP004,ITM11805,4/7/24,4/14/24,4/12/24,962,138.77,133496.74,Delivered
PO03990,SUP005,ITM12827,5/31/24,6/5/24,6/7/24,100,11.54,1154,Delivered
PO03991,SUP007,ITM11461,3/27/24,4/3/24,,380,113.33,43065.4,Open
PO03992,SUP004,ITM13016,7/21/24,7/29/24,7/27/24,887,79.69,70685.03,Delivered
PO03993,SUP005,ITM12039,5/21/24,5/25/24,5/23/24,292,136.72,39922.24,Delivered
PO03994,SUP001,ITM12766,12/15/24,12/23/24,12/21/24,457,38.83,17745.31,Delivered
PO03995,SUP014,ITM12760,2/25/24,2/29/24,3/11/24,808,70.62,57060.96,Delayed
PO03996,SUP008,ITM10253,12/7/24,12/16/24,12/15/24,126,91.77,11563.02,Delivered
PO03997,SUP006,ITM12607,3/23/24,3/28/24,3/29/24,965,79.42,76640.3,Delivered
PO03998,SUP006,ITM10214,10/1/24,10/9/24,,154,38.39,5912.06,Open
PO03999,SUP002,ITM12033,5/13/24,5/17/24,5/18/24,225,42.51,9564.75,Delivered
PO04000,SUP004,ITM13113,6/23/24,6/29/24,6/30/24,853,124.01,105780.53,Delivered
PO04001,SUP008,ITM11008,11/6/24,11/9/24,11/10/24,937,28.57,26770.09,Delivered
PO04002,SUP013,ITM10621,10/3/24,10/5/24,10/3/24,918,58.78,53960.04,Delivered
PO04003,SUP005,ITM12318,10/5/24,10/7/24,10/7/24,468,25.87,12107.16,Delivered
PO04004,SUP007,ITM11213,4/27/24,5/2/24,5/3/24,806,76.63,61763.78,Delivered
PO04005,SUP005,ITM12999,12/25/24,1/3/25,1/6/25,701,68.92,48312.92,Delivered
PO04006,SUP005,ITM10884,12/14/24,12/20/24,12/25/24,514,106.6,54792.4,Delayed
PO04007,SUP015,ITM11068,2/1/24,2/10/24,2/11/24,291,51.83,15082.53,Delivered
PO04008,SUP002,ITM13097,9/22/24,9/26/24,,200,71.81,14362,Open
PO04009,SUP015,ITM12961,1/8/24,1/10/24,1/8/24,435,114.69,49890.15,Delivered
PO04010,SUP007,ITM11324,2/13/24,2/22/24,2/21/24,234,11.19,2618.46,Delivered
PO04011,SUP003,ITM11807,6/27/24,6/29/24,6/28/24,138,127.81,17637.78,Delivered
PO04012,SUP014,ITM11651,12/13/24,12/19/24,12/28/24,65,52.52,3413.8,Delayed
PO04013,SUP012,ITM12959,10/3/24,10/5/24,,157,29.97,4705.29,Cancelled
PO04014,SUP012,ITM12752,7/26/24,7/31/24,8/3/24,124,62.91,7800.84,Delivered
PO04015,SUP011,ITM10009,3/30/24,4/7/24,4/9/24,192,46.8,8985.6,Delivered
PO04016,SUP001,ITM11608,7/22/24,7/24/24,8/6/24,90,113.19,10187.1,Delayed
PO04017,SUP010,ITM11243,9/30/24,10/5/24,,324,127.22,41219.28,Open
PO04018,SUP010,ITM12600,11/15/24,11/23/24,11/23/24,852,69.52,59231.04,Delivered
PO04019,SUP009,ITM11422,1/9/24,1/15/24,1/21/24,963,143.01,137718.63,Delayed
PO04020,SUP009,ITM10292,6/18/24,6/25/24,,669,96.56,64598.64,Open
PO04021,SUP002,ITM11643,4/27/24,5/3/24,5/5/24,493,121.05,59677.65,Delivered
PO04022,SUP002,ITM10910,11/2/24,11/5/24,11/5/24,569,69.69,39653.61,Delivered
PO04023,SUP007,ITM10550,11/27/24,12/4/24,12/6/24,395,133.42,52700.9,Delivered
PO04024,SUP007,ITM11715,11/8/24,11/10/24,11/13/24,117,54.97,6431.49,Delivered
PO04025,SUP005,ITM10557,5/25/24,5/31/24,6/3/24,608,47.66,28977.28,Delivered
PO04026,SUP015,ITM13089,1/19/24,1/25/24,1/26/24,143,106.82,15275.26,Delivered
PO04027,SUP001,ITM10773,4/1/24,4/9/24,4/11/24,461,56.57,26078.77,Delivered
PO04028,SUP004,ITM12210,9/1/24,9/3/24,9/6/24,241,110.97,26743.77,Delivered
PO04029,SUP005,ITM12893,11/11/24,11/17/24,11/18/24,848,72.67,61624.16,Delivered
PO04030,SUP012,ITM12405,11/10/24,11/13/24,11/16/24,729,50.65,36923.85,Delivered
PO04031,SUP012,ITM10859,9/10/24,9/16/24,9/17/24,443,140.31,62157.33,Delivered
PO04032,SUP003,ITM11789,11/15/24,11/23/24,11/24/24,567,49.7,28179.9,Delivered
PO04033,SUP015,ITM12527,3/19/24,3/28/24,,182,106.18,19324.76,Open
PO04034,SUP012,ITM10035,10/22/24,10/26/24,10/29/24,89,41.28,3673.92,Delivered
PO04035,SUP007,ITM12615,9/29/24,10/8/24,10/10/24,50,29.69,1484.5,Delivered
PO04036,SUP013,ITM10218,4/5/24,4/13/24,4/12/24,427,120.01,51244.27,Delivered
PO04037,SUP009,ITM11630,5/17/24,5/22/24,6/5/24,966,112.78,108945.48,Delayed
PO04038,SUP006,ITM11054,7/18/24,7/25/24,7/27/24,389,136.71,53180.19,Delivered
PO04039,SUP004,ITM12217,10/18/24,10/22/24,10/25/24,177,37.38,6616.26,Delivered
PO04040,SUP012,ITM10525,10/4/24,10/9/24,10/12/24,400,124.15,49660,Delivered
PO04041,SUP001,ITM11024,5/17/24,5/22/24,5/24/24,452,14.25,6441,Delivered
PO04042,SUP014,ITM12749,7/20/24,7/26/24,7/26/24,896,149.72,134149.12,Delivered
PO04043,SUP007,ITM12185,5/30/24,6/3/24,6/2/24,699,66.65,46588.35,Delivered
PO04044,SUP012,ITM10549,12/15/24,12/23/24,12/25/24,917,68.57,62878.69,Delivered
PO04045,SUP009,ITM10449,7/19/24,7/24/24,,277,89.44,24774.88,Open
PO04046,SUP015,ITM12736,4/9/24,4/15/24,4/17/24,155,46.23,7165.65,Delivered
PO04047,SUP013,ITM12261,3/25/24,3/29/24,4/1/24,746,32.64,24349.44,Delivered
PO04048,SUP011,ITM13117,4/5/24,4/8/24,4/8/24,789,11.41,9002.49,Delivered
PO04049,SUP006,ITM12955,9/4/24,9/9/24,9/9/24,448,112.88,50570.24,Delivered
PO04050,SUP010,ITM12594,10/21/24,10/24/24,10/26/24,276,121.5,33534,Delivered
PO04051,SUP013,ITM11396,4/23/24,4/27/24,4/29/24,850,102.11,86793.5,Delivered
PO04052,SUP014,ITM11475,2/22/24,2/26/24,2/28/24,158,119.75,18920.5,Delivered
PO04053,SUP007,ITM11982,7/19/24,7/23/24,7/21/24,711,133.29,94769.19,Delivered
PO04054,SUP006,ITM12201,5/14/24,5/18/24,5/30/24,382,43.47,16605.54,Delayed
PO04055,SUP005,ITM11835,6/13/24,6/16/24,,841,24.94,20974.54,Open
PO04056,SUP015,ITM11304,5/13/24,5/21/24,5/20/24,363,40.05,14538.15,Delivered
PO04057,SUP014,ITM10730,3/2/24,3/11/24,3/23/24,894,24.4,21813.6,Delayed
PO04058,SUP005,ITM10884,2/27/24,3/4/24,3/17/24,545,97,52865,Delayed
PO04059,SUP011,ITM11527,4/11/24,4/18/24,4/21/24,391,77.74,30396.34,Delivered
PO04060,SUP005,ITM10465,5/17/24,5/26/24,,138,66.2,9135.6,Open
PO04061,SUP007,ITM11840,4/17/24,4/21/24,4/19/24,383,28.91,11072.53,Delivered
PO04062,SUP011,ITM10745,2/25/24,3/4/24,3/4/24,257,114.04,29308.28,Delivered
PO04063,SUP013,ITM12379,3/29/24,4/4/24,4/3/24,887,129.26,114653.62,Delivered
PO04064,SUP012,ITM12751,9/25/24,10/4/24,10/5/24,508,111.53,56657.24,Delivered
PO04065,SUP003,ITM10992,1/24/24,1/29/24,1/31/24,322,28.77,9263.94,Delivered
PO04066,SUP014,ITM12858,3/17/24,3/21/24,3/24/24,871,103.55,90192.05,Delivered
PO04067,SUP005,ITM11583,2/14/24,2/21/24,2/21/24,231,75.37,17410.47,Delivered
PO04068,SUP004,ITM10913,11/11/24,11/13/24,11/11/24,762,27.05,20612.1,Delivered
PO04069,SUP003,ITM11690,8/30/24,9/6/24,9/8/24,800,54.95,43960,Delivered
PO04070,SUP007,ITM10875,9/1/24,9/8/24,9/8/24,182,86.21,15690.22,Delivered
PO04071,SUP012,ITM10878,9/20/24,9/24/24,9/24/24,461,120.76,55670.36,Delivered
PO04072,SUP015,ITM12001,3/11/24,3/14/24,3/26/24,878,59.44,52188.32,Delayed
PO04073,SUP014,ITM11391,8/7/24,8/16/24,8/16/24,934,130.14,121550.76,Delivered
PO04074,SUP011,ITM12452,9/16/24,9/25/24,9/26/24,601,57.03,34275.03,Delivered
PO04075,SUP015,ITM10048,6/1/24,6/8/24,,191,30.45,5815.95,Open
PO04076,SUP004,ITM10287,6/21/24,6/30/24,7/3/24,964,21.59,20812.76,Delivered
PO04077,SUP013,ITM12175,10/4/24,10/12/24,10/15/24,652,95.89,62520.28,Delivered
PO04078,SUP009,ITM11130,7/5/24,7/10/24,,374,12.23,4574.02,Open
PO04079,SUP013,ITM12021,11/10/24,11/13/24,11/15/24,181,110.52,20004.12,Delivered
PO04080,SUP009,ITM12402,11/10/24,11/17/24,11/22/24,881,26.01,22914.81,Delayed
PO04081,SUP010,ITM10561,6/19/24,6/27/24,6/25/24,953,109.8,104639.4,Delivered
PO04082,SUP015,ITM11539,3/20/24,3/26/24,,431,33.48,14429.88,Open
PO04083,SUP013,ITM11628,10/27/24,11/2/24,11/1/24,124,88.45,10967.8,Delivered
PO04084,SUP005,ITM12522,3/8/24,3/15/24,3/13/24,868,84.35,73215.8,Delivered
PO04085,SUP004,ITM12476,6/11/24,6/16/24,6/14/24,381,50.64,19293.84,Delivered
PO04086,SUP013,ITM11720,1/18/24,1/27/24,1/30/24,698,43.29,30216.42,Delivered
PO04087,SUP014,ITM13026,4/3/24,4/5/24,4/5/24,360,117.66,42357.6,Delivered
PO04088,SUP005,ITM12747,9/23/24,9/29/24,9/30/24,445,107.61,47886.45,Delivered
PO04089,SUP015,ITM12574,9/8/24,9/14/24,9/17/24,277,77.9,21578.3,Delivered
PO04090,SUP003,ITM11690,11/22/24,11/29/24,,786,56.59,44479.74,Open
PO04091,SUP013,ITM10636,11/25/24,12/1/24,12/4/24,56,69.52,3893.12,Delivered
PO04092,SUP009,ITM12414,9/20/24,9/26/24,,770,101.32,78016.4,Cancelled
PO04093,SUP014,ITM11468,7/7/24,7/9/24,7/7/24,588,32.87,19327.56,Delivered
PO04094,SUP011,ITM11425,3/29/24,4/4/24,4/2/24,804,24.89,20011.56,Delivered
PO04095,SUP008,ITM13134,2/2/24,2/4/24,2/6/24,196,85.86,16828.56,Delivered
PO04096,SUP004,ITM10545,11/26/24,12/2/24,12/2/24,689,24.66,16990.74,Delivered
PO04097,SUP003,ITM11132,7/12/24,7/19/24,7/17/24,582,63.97,37230.54,Delivered
PO04098,SUP007,ITM11797,5/14/24,5/16/24,5/15/24,784,132.21,103652.64,Delivered
PO04099,SUP006,ITM11469,6/25/24,6/28/24,6/27/24,835,48.09,40155.15,Delivered
PO04100,SUP014,ITM12407,9/22/24,9/30/24,10/3/24,516,90.79,46847.64,Delivered
PO04101,SUP003,ITM12329,4/2/24,4/8/24,4/19/24,525,109.11,57282.75,Delayed
PO04102,SUP006,ITM12059,7/4/24,7/7/24,7/7/24,545,62.49,34057.05,Delivered
PO04103,SUP001,ITM11825,3/20/24,3/29/24,,83,58.89,4887.87,Open
PO04104,SUP014,ITM10812,11/12/24,11/18/24,11/21/24,809,62.1,50238.9,Delivered
PO04105,SUP007,ITM10909,12/2/24,12/7/24,12/10/24,154,121.81,18758.74,Delivered
PO04106,SUP015,ITM12734,10/8/24,10/15/24,,785,22.27,17481.95,Open
PO04107,SUP004,ITM11833,3/2/24,3/9/24,3/8/24,114,10.19,1161.66,Delivered
PO04108,SUP007,ITM11439,4/20/24,4/29/24,5/2/24,795,90.14,71661.3,Delivered
PO04109,SUP012,ITM13033,10/16/24,10/20/24,10/19/24,907,18.63,16897.41,Delivered
PO04110,SUP005,ITM11791,6/15/24,6/24/24,6/23/24,640,40.71,26054.4,Delivered
PO04111,SUP002,ITM10056,11/10/24,11/19/24,11/20/24,952,20.78,19782.56,Delivered
PO04112,SUP008,ITM10276,2/21/24,2/29/24,2/29/24,723,20.5,14821.5,Delivered
PO04113,SUP012,ITM13185,2/8/24,2/11/24,2/10/24,616,111.3,68560.8,Delivered
PO04114,SUP004,ITM11970,5/1/24,5/10/24,5/19/24,718,47.67,34227.06,Delayed
PO04115,SUP010,ITM12288,5/5/24,5/12/24,,926,104.64,96896.64,Open
PO04116,SUP009,ITM12277,4/14/24,4/18/24,4/18/24,323,116.67,37684.41,Delivered
PO04117,SUP012,ITM12826,9/7/24,9/16/24,9/17/24,804,33.23,26716.92,Delivered
PO04118,SUP010,ITM12425,9/9/24,9/16/24,9/17/24,346,86.63,29973.98,Delivered
PO04119,SUP008,ITM10923,1/11/24,1/16/24,1/16/24,936,90.56,84764.16,Delivered
PO04120,SUP010,ITM12395,9/12/24,9/14/24,9/17/24,169,94.61,15989.09,Delivered
PO04121,SUP005,ITM11831,8/16/24,8/22/24,8/24/24,499,63.8,31836.2,Delivered
PO04122,SUP009,ITM13022,10/19/24,10/25/24,10/23/24,215,61.51,13224.65,Delivered
PO04123,SUP005,ITM10539,5/6/24,5/11/24,5/13/24,529,32.64,17266.56,Delivered
PO04124,SUP005,ITM11472,9/11/24,9/20/24,9/19/24,552,72.42,39975.84,Delivered
PO04125,SUP003,ITM12723,6/16/24,6/22/24,6/24/24,986,116.98,115342.28,Delivered
PO04126,SUP001,ITM12875,3/7/24,3/10/24,3/13/24,820,110.65,90733,Delivered
PO04127,SUP004,ITM10560,3/9/24,3/12/24,,456,95.57,43579.92,Open
PO04128,SUP015,ITM12718,1/28/24,2/2/24,2/1/24,88,48.86,4299.68,Delivered
PO04129,SUP014,ITM12464,5/15/24,5/23/24,,550,107.22,58971,Open
PO04130,SUP006,ITM11400,12/17/24,12/23/24,1/4/25,565,61.08,34510.2,Delayed
PO04131,SUP015,ITM12077,10/18/24,10/23/24,10/26/24,265,120.96,32054.4,Delivered
PO04132,SUP006,ITM11097,12/26/24,1/2/25,1/16/25,576,69.4,39974.4,Delayed
PO04133,SUP008,ITM11021,5/1/24,5/3/24,5/4/24,996,64.96,64700.16,Delivered
PO04134,SUP007,ITM12684,1/21/24,1/25/24,1/25/24,359,15.41,5532.19,Delivered
PO04135,SUP014,ITM12858,7/17/24,7/21/24,7/23/24,925,126.36,116883,Delivered
PO04136,SUP011,ITM12608,6/13/24,6/20/24,6/18/24,405,140.75,57003.75,Delivered
PO04137,SUP010,ITM11420,3/24/24,3/27/24,4/9/24,970,136.34,132249.8,Delayed
PO04138,SUP008,ITM11854,2/17/24,2/25/24,2/24/24,708,67.47,47768.76,Delivered
PO04139,SUP005,ITM10157,10/27/24,11/5/24,11/8/24,74,26.16,1935.84,Delivered
PO04140,SUP002,ITM10571,4/11/24,4/13/24,4/16/24,938,97.59,91539.42,Delivered
PO04141,SUP006,ITM10403,4/8/24,4/10/24,4/9/24,983,77.27,75956.41,Delivered
PO04142,SUP009,ITM12414,7/31/24,8/6/24,,134,102.68,13759.12,Cancelled
PO04143,SUP008,ITM12940,10/30/24,11/4/24,11/6/24,167,66.03,11027.01,Delivered
PO04144,SUP011,ITM10147,1/25/24,2/1/24,2/4/24,205,98.2,20131,Delivered
PO04145,SUP012,ITM12462,3/21/24,3/30/24,4/2/24,996,25.53,25427.88,Delivered
PO04146,SUP009,ITM12777,8/23/24,8/29/24,9/1/24,192,52.38,10056.96,Delivered
PO04147,SUP007,ITM11840,11/6/24,11/10/24,,739,27.11,20034.29,Open
PO04148,SUP007,ITM11171,2/27/24,3/7/24,3/5/24,182,100.65,18318.3,Delivered
PO04149,SUP010,ITM11730,1/22/24,1/29/24,2/1/24,82,120.83,9908.06,Delivered
PO04150,SUP010,ITM10052,6/24/24,6/29/24,7/1/24,828,17.17,14216.76,Delivered
PO04151,SUP006,ITM10515,5/7/24,5/16/24,5/18/24,814,60.05,48880.7,Delivered
PO04152,SUP013,ITM10205,1/19/24,1/24/24,1/23/24,491,65.87,32342.17,Delivered
PO04153,SUP010,ITM11345,4/16/24,4/19/24,4/22/24,233,84.13,19602.29,Delivered
PO04154,SUP011,ITM11527,12/6/24,12/13/24,,845,76.41,64566.45,Open
PO04155,SUP004,ITM11986,3/17/24,3/21/24,,338,104.43,35297.34,Open
PO04156,SUP003,ITM11074,2/16/24,2/23/24,2/25/24,749,116.77,87460.73,Delivered
PO04157,SUP011,ITM11895,9/25/24,10/2/24,10/2/24,930,117.47,109247.1,Delivered
PO04158,SUP006,ITM10846,12/6/24,12/14/24,12/13/24,203,24.16,4904.48,Delivered
PO04159,SUP007,ITM12274,7/11/24,7/19/24,7/21/24,248,143.27,35530.96,Delivered
PO04160,SUP005,ITM12559,7/6/24,7/12/24,,408,104.57,42664.56,Cancelled
PO04161,SUP003,ITM11049,2/3/24,2/12/24,,803,23.32,18725.96,Open
PO04162,SUP012,ITM12539,4/19/24,4/24/24,4/26/24,660,33.37,22024.2,Delivered
PO04163,SUP008,ITM13012,12/21/24,12/29/24,12/27/24,844,49.62,41879.28,Delivered
PO04164,SUP009,ITM11530,8/20/24,8/27/24,8/27/24,245,127.5,31237.5,Delivered
PO04165,SUP007,ITM11294,7/2/24,7/11/24,7/13/24,425,55.32,23511,Delivered
PO04166,SUP002,ITM12137,3/7/24,3/15/24,3/13/24,315,118.72,37396.8,Delivered
PO04167,SUP004,ITM11406,3/20/24,3/22/24,3/23/24,105,59.03,6198.15,Delivered
PO04168,SUP010,ITM10798,7/4/24,7/12/24,7/13/24,286,15.97,4567.42,Delivered
PO04169,SUP003,ITM11119,5/22/24,5/27/24,5/29/24,684,44.43,30390.12,Delivered
PO04170,SUP003,ITM10665,2/13/24,2/20/24,2/22/24,72,52,3744,Delivered
PO04171,SUP005,ITM10476,3/7/24,3/13/24,3/13/24,593,16.59,9837.87,Delivered
PO04172,SUP002,ITM11909,2/24/24,2/28/24,2/28/24,934,97.66,91214.44,Delivered
PO04173,SUP001,ITM10572,12/16/24,12/18/24,12/16/24,277,96.44,26713.88,Delivered
PO04174,SUP008,ITM10265,5/26/24,6/4/24,6/2/24,177,43.49,7697.73,Delivered
PO04175,SUP003,ITM10407,7/4/24,7/6/24,7/16/24,558,88.22,49226.76,Delayed
PO04176,SUP015,ITM10918,11/23/24,12/2/24,12/3/24,964,129.26,124606.64,Delivered
PO04177,SUP012,ITM12436,11/14/24,11/20/24,11/21/24,654,132.66,86759.64,Delivered
PO04178,SUP013,ITM10194,6/27/24,7/6/24,7/7/24,913,105.43,96257.59,Delivered
PO04179,SUP009,ITM11530,5/6/24,5/13/24,5/11/24,190,142.88,27147.2,Delivered
PO04180,SUP003,ITM13178,5/8/24,5/11/24,5/9/24,163,7.2,1173.6,Delivered
PO04181,SUP015,ITM10244,1/31/24,2/5/24,,866,17.32,14999.12,Open
PO04182,SUP007,ITM12684,3/3/24,3/7/24,3/5/24,875,18.63,16301.25,Delivered
PO04183,SUP004,ITM12196,7/30/24,8/6/24,8/4/24,510,117.52,59935.2,Delivered
PO04184,SUP008,ITM11642,2/16/24,2/25/24,2/26/24,578,56.46,32633.88,Delivered
PO04185,SUP001,ITM10063,1/7/24,1/10/24,1/13/24,736,11.7,8611.2,Delivered
PO04186,SUP010,ITM10237,2/24/24,3/3/24,3/1/24,939,39.37,36968.43,Delivered
PO04187,SUP015,ITM10710,6/24/24,6/30/24,7/1/24,136,27.01,3673.36,Delivered
PO04188,SUP009,ITM11832,1/22/24,1/30/24,1/28/24,302,23.12,6982.24,Delivered
PO04189,SUP007,ITM10751,12/30/24,1/7/25,1/5/25,98,69.87,6847.26,Delivered
PO04190,SUP012,ITM11936,5/27/24,5/31/24,6/2/24,332,77.57,25753.24,Delivered
PO04191,SUP002,ITM11407,4/12/24,4/20/24,,229,37.51,8589.79,Open
PO04192,SUP003,ITM11784,4/10/24,4/12/24,4/14/24,495,93.15,46109.25,Delivered
PO04193,SUP002,ITM12778,9/29/24,10/4/24,,742,129.48,96074.16,Open
PO04194,SUP014,ITM13202,8/6/24,8/15/24,8/17/24,309,45.76,14139.84,Delivered
PO04195,SUP008,ITM10276,4/14/24,4/22/24,4/20/24,391,17.02,6654.82,Delivered
PO04196,SUP009,ITM12439,12/9/24,12/14/24,,845,52.35,44235.75,Open
PO04197,SUP006,ITM10574,7/25/24,7/27/24,7/28/24,994,85.12,84609.28,Delivered
PO04198,SUP010,ITM10684,8/11/24,8/15/24,8/25/24,892,38.59,34422.28,Delayed
PO04199,SUP012,ITM10149,6/29/24,7/6/24,7/8/24,296,124.62,36887.52,Delivered
PO04200,SUP008,ITM10632,12/24/24,1/1/25,,69,112.49,7761.81,Open
PO04201,SUP009,ITM10127,5/16/24,5/23/24,5/24/24,152,91.02,13835.04,Delivered
PO04202,SUP003,ITM10594,6/18/24,6/23/24,6/21/24,823,38.42,31619.66,Delivered
PO04203,SUP011,ITM12272,2/29/24,3/6/24,3/8/24,547,132.7,72586.9,Delivered
PO04204,SUP003,ITM12209,3/4/24,3/10/24,3/14/24,70,78.86,5520.2,Delayed
PO04205,SUP009,ITM11232,5/14/24,5/21/24,5/23/24,836,89.68,74972.48,Delivered
PO04206,SUP003,ITM12351,2/4/24,2/12/24,,626,71.64,44846.64,Open
PO04207,SUP009,ITM10176,12/28/24,1/3/25,1/3/25,637,58.73,37411.01,Delivered
PO04208,SUP002,ITM11808,5/7/24,5/11/24,5/14/24,117,48.37,5659.29,Delivered
PO04209,SUP010,ITM11742,3/29/24,4/2/24,4/4/24,673,85.14,57299.22,Delivered
PO04210,SUP015,ITM11168,10/28/24,10/31/24,11/2/24,891,115.17,102616.47,Delivered
PO04211,SUP015,ITM11108,7/21/24,7/29/24,,591,141.43,83585.13,Open
PO04212,SUP014,ITM13062,11/23/24,11/28/24,11/26/24,253,63.34,16025.02,Delivered
PO04213,SUP002,ITM10847,8/12/24,8/16/24,8/17/24,441,24.12,10636.92,Delivered
PO04214,SUP013,ITM11826,5/29/24,6/5/24,6/6/24,151,93.31,14089.81,Delivered
PO04215,SUP005,ITM12441,9/5/24,9/11/24,9/9/24,546,72.26,39453.96,Delivered
PO04216,SUP012,ITM11977,5/16/24,5/20/24,5/19/24,830,72.31,60017.3,Delivered
PO04217,SUP009,ITM12917,4/3/24,4/8/24,4/11/24,577,102.75,59286.75,Delivered
PO04218,SUP015,ITM12055,10/31/24,11/7/24,11/9/24,983,61.14,60100.62,Delivered
PO04219,SUP012,ITM12333,11/8/24,11/10/24,11/8/24,118,95.41,11258.38,Delivered
PO04220,SUP007,ITM10802,5/15/24,5/21/24,5/22/24,918,8.91,8179.38,Delivered
PO04221,SUP009,ITM10994,12/4/24,12/10/24,12/9/24,528,109.34,57731.52,Delivered
PO04222,SUP002,ITM11738,8/23/24,8/26/24,,603,112.58,67885.74,Open
PO04223,SUP008,ITM10304,2/24/24,2/28/24,2/26/24,911,106.84,97331.24,Delivered
PO04224,SUP012,ITM10468,12/6/24,12/13/24,12/16/24,872,81.39,70972.08,Delivered
PO04225,SUP005,ITM10589,5/12/24,5/19/24,5/21/24,868,40.72,35344.96,Delivered
PO04226,SUP014,ITM10074,7/8/24,7/16/24,7/18/24,635,18.43,11703.05,Delivered
PO04227,SUP009,ITM11093,9/15/24,9/19/24,10/2/24,509,11.03,5614.27,Delayed
PO04228,SUP001,ITM12581,2/27/24,3/4/24,3/5/24,72,98.71,7107.12,Delivered
PO04229,SUP008,ITM13076,10/2/24,10/8/24,10/10/24,346,43.92,15196.32,Delivered
PO04230,SUP004,ITM10456,9/17/24,9/23/24,9/21/24,609,103.35,62940.15,Delivered
PO04231,SUP001,ITM10969,5/13/24,5/22/24,5/21/24,214,51.08,10931.12,Delivered
PO04232,SUP009,ITM12291,8/19/24,8/23/24,9/1/24,584,49.77,29065.68,Delayed
PO04233,SUP013,ITM11824,4/29/24,5/2/24,5/3/24,569,129.86,73890.34,Delivered
PO04234,SUP010,ITM13125,1/6/24,1/12/24,1/10/24,881,120.92,106530.52,Delivered
PO04235,SUP013,ITM10551,10/3/24,10/9/24,10/10/24,377,126.12,47547.24,Delivered
PO04236,SUP002,ITM11486,2/17/24,2/20/24,,234,129.49,30300.66,Open
PO04237,SUP010,ITM11649,7/13/24,7/18/24,7/18/24,659,73.45,48403.55,Delivered
PO04238,SUP005,ITM11856,11/27/24,12/2/24,12/1/24,573,11.46,6566.58,Delivered
PO04239,SUP010,ITM11958,12/11/24,12/19/24,,326,95.35,31084.1,Open
PO04240,SUP010,ITM10643,11/3/24,11/9/24,11/11/24,975,105.32,102687,Delivered
PO04241,SUP002,ITM10192,8/25/24,9/1/24,9/2/24,642,45.06,28928.52,Delivered
PO04242,SUP011,ITM11206,12/9/24,12/15/24,12/26/24,730,95.27,69547.1,Delayed
PO04243,SUP009,ITM11092,5/16/24,5/20/24,5/20/24,284,33.46,9502.64,Delivered
PO04244,SUP011,ITM10620,5/12/24,5/18/24,5/23/24,859,110.39,94825.01,Delayed
PO04245,SUP010,ITM12085,2/27/24,3/4/24,3/2/24,556,108.02,60059.12,Delivered
PO04246,SUP008,ITM11447,11/24/24,11/29/24,11/30/24,340,74.05,25177,Delivered
PO04247,SUP008,ITM11844,12/19/24,12/24/24,12/23/24,391,97.99,38314.09,Delivered
PO04248,SUP011,ITM11052,6/30/24,7/2/24,7/3/24,644,131.66,84789.04,Delivered
PO04249,SUP002,ITM10283,12/3/24,12/9/24,12/10/24,236,9.73,2296.28,Delivered
PO04250,SUP007,ITM11360,1/24/24,1/27/24,2/6/24,768,75.23,57776.64,Delayed
PO04251,SUP011,ITM11197,11/8/24,11/17/24,11/19/24,304,110.06,33458.24,Delivered
PO04252,SUP012,ITM11936,11/9/24,11/13/24,11/13/24,513,78.01,40019.13,Delivered
PO04253,SUP011,ITM11425,3/18/24,3/24/24,3/22/24,206,28.28,5825.68,Delivered
PO04254,SUP013,ITM10065,2/22/24,2/27/24,2/26/24,414,29.76,12320.64,Delivered
PO04255,SUP008,ITM12082,5/4/24,5/9/24,,466,12.42,5787.72,Open
PO04256,SUP004,ITM13043,10/6/24,10/10/24,10/12/24,637,126.43,80535.91,Delivered
PO04257,SUP006,ITM11820,4/23/24,5/2/24,5/3/24,595,82.14,48873.3,Delivered
PO04258,SUP008,ITM13140,4/26/24,4/28/24,4/29/24,190,154.87,29425.3,Delivered
PO04259,SUP015,ITM10221,7/21/24,7/30/24,8/1/24,505,22.74,11483.7,Delivered
PO04260,SUP002,ITM12568,2/4/24,2/7/24,2/9/24,903,13.39,12091.17,Delivered
PO04261,SUP011,ITM12403,6/2/24,6/4/24,6/2/24,650,24.74,16081,Delivered
PO04262,SUP013,ITM10915,5/7/24,5/10/24,5/12/24,705,69.92,49293.6,Delivered
PO04263,SUP005,ITM12143,4/14/24,4/20/24,4/18/24,288,20.72,5967.36,Delivered
PO04264,SUP005,ITM11623,7/27/24,8/4/24,8/13/24,241,136.45,32884.45,Delayed
PO04265,SUP007,ITM10622,1/23/24,1/27/24,2/5/24,619,85.74,53073.06,Delayed
PO04266,SUP014,ITM13053,7/24/24,7/26/24,7/29/24,72,45.65,3286.8,Delivered
PO04267,SUP007,ITM12254,7/3/24,7/7/24,7/15/24,818,111.15,90920.7,Delayed
PO04268,SUP014,ITM11688,3/15/24,3/24/24,3/26/24,149,48.44,7217.56,Delivered
PO04269,SUP008,ITM10663,11/28/24,12/5/24,12/4/24,763,96.92,73949.96,Delivered
